NUMBER_I,MAG_APER_I,MAGERR_APER_I,MAG_AUTO_I,MAGERR_AUTO_I,MAG_BEST_I,MAGERR_BEST_I,KRON_RADIUS_I,BACKGROUND_I,THRESHOLD_I,ISOAREA_IMAGE_I,ISOAREAF_IMAGE_I,ALPHAPEAK_J2000_I,DELTAPEAK_J2000_I,X_IMAGE_I,Y_IMAGE_I,FWHM_IMAGE_I,FWHM_WORLD_I,ELONGATION_I,ELLIPTICITY_I,CLASS_STAR_I,FLUX_RADIUS_I,FILE_NAME_I,NUMBER_R,MAG_APER_R,MAGERR_APER_R,MAG_AUTO_R,MAGERR_AUTO_R,MAG_BEST_R,MAGERR_BEST_R,KRON_RADIUS_R,BACKGROUND_R,THRESHOLD_R,ISOAREA_IMAGE_R,ISOAREAF_IMAGE_R,ALPHAPEAK_J2000_R,DELTAPEAK_J2000_R,X_IMAGE_R,Y_IMAGE_R,FWHM_IMAGE_R,FWHM_WORLD_R,ELONGATION_R,ELLIPTICITY_R,CLASS_STAR_R,FLUX_RADIUS_R,FILE_NAME_R,NUMBER_G,MAG_APER_G,MAGERR_APER_G,MAG_AUTO_G,MAGERR_AUTO_G,MAG_BEST_G,MAGERR_BEST_G,KRON_RADIUS_G,BACKGROUND_G,THRESHOLD_G,ISOAREA_IMAGE_G,ISOAREAF_IMAGE_G,ALPHAPEAK_J2000_G,DELTAPEAK_J2000_G,X_IMAGE_G,Y_IMAGE_G,FWHM_IMAGE_G,FWHM_WORLD_G,ELONGATION_G,ELLIPTICITY_G,CLASS_STAR_G,FLUX_RADIUS_G,FILE_NAME_G
855,-10.6646,0.0177,-11.5720,0.0236,-11.4349,0.0265,4.19,6922.367,158.8562,54,59,148.8335692,+69.1246122,169.686,275.079,7.07,0.0003672845,1.538,0.350,0.21,2.810,dataset\i24.cat,507,-10.4240,0.0158,-13.3394,0.0134,-12.8827,0.0165,6.46,4059.921,108.2077,376,439,148.8321587,+69.1239689,203.209,343.673,23.54,0.001222635,2.587,0.613,0.02,14.277,dataset\r24.cat,538,-10.8791,0.0097,-12.6309,0.0086,-12.6309,0.0086,3.50,3127.288,90.98881,268,338,148.8267710,+69.1253225,159.656,395.551,10.11,0.0005250234,1.910,0.476,0.03,4.514,dataset\g24.cat
4776,-13.0817,0.0027,-13.5603,0.0036,-13.5603,0.0036,3.50,4321.858,158.8562,120,129,148.7566047,+69.2744141,685.470,3161.524,3.32,0.0001722854,1.011,0.011,0.98,1.950,dataset\i24.cat,3470,-11.8329,0.0053,-12.5254,0.0066,-12.5254,0.0066,3.50,2245.363,108.2077,106,119,148.7551548,+69.2743919,719.190,3241.869,4.26,0.0002211479,1.074,0.069,0.98,2.395,dataset\r24.cat,3668,-10.8732,0.0097,-11.6819,0.0124,-11.6819,0.0124,3.75,1549.421,90.98881,90,99,148.7518597,+69.2759072,660.880,3294.513,4.64,0.0002409984,1.119,0.106,0.97,2.609,dataset\g24.cat
1345,-10.8754,0.0147,-11.2108,0.0212,-11.2108,0.0212,3.50,5834.889,158.8562,40,43,148.7438296,+69.1324946,784.045,430.285,3.26,0.0001691672,1.045,0.043,0.96,1.767,dataset\i24.cat,1023,-10.6447,0.0131,-11.1513,0.0179,-11.1513,0.0179,3.50,3349.865,108.2077,56,58,148.7422657,+69.1325236,818.820,511.089,4.21,0.0002188815,1.147,0.128,0.97,2.115,dataset\r24.cat,962,-10.8665,0.0098,-11.5351,0.0124,-11.5351,0.0124,3.50,2609.312,90.98881,76,78,148.7371646,+69.1340369,773.451,563.818,4.98,0.0002585458,1.155,0.134,0.97,2.371,dataset\g24.cat
989,-10.8282,0.0154,-11.1166,0.0238,-11.2376,0.0265,3.50,6537.471,158.8562,41,45,148.7950713,+69.1263340,432.946,310.028,3.32,0.0001723873,1.367,0.268,0.96,1.715,dataset\i24.cat,730,-10.9267,0.0105,-11.9623,0.0157,-12.2044,0.0142,3.50,3805.94,108.2077,136,162,148.7935089,+69.1263645,467.987,391.024,14.68,0.0007624704,1.254,0.203,0.19,3.080,dataset\r24.cat,757,-10.8646,0.0098,-12.3255,0.0093,-12.3255,0.0093,3.50,2935.049,90.98881,168,179,148.7882648,+69.1277718,424.066,443.970,11.18,0.0005808844,1.509,0.337,0.64,3.596,dataset\g24.cat
4808,-13.5197,0.0021,-14.0032,0.0026,-14.0032,0.0026,3.50,4304.237,158.8562,156,172,148.6845965,+69.2804739,1174.943,3280.650,3.34,0.0001737248,1.019,0.019,0.98,1.997,dataset\i24.cat,3501,-11.9378,0.0049,-12.6314,0.0061,-12.6314,0.0061,3.58,2240.072,108.2077,116,125,148.6832921,+69.2804499,1208.463,3361.235,4.23,0.0002196207,1.058,0.055,0.98,2.393,dataset\r24.cat,3696,-10.8536,0.0099,-11.6936,0.0126,-11.6936,0.0126,3.85,1534.582,90.98881,92,99,148.6801396,+69.2820729,1149.587,3416.274,4.63,0.0002403836,1.083,0.077,0.97,2.664,dataset\g24.cat
1794,-12.3440,0.0046,-13.0067,0.0074,-13.0067,0.0074,3.86,5775.953,158.8562,143,191,148.7611957,+69.1439474,664.022,649.930,3.83,0.000198968,1.220,0.180,0.98,2.340,dataset\i24.cat,1185,-11.5165,0.0067,-13.5184,0.0111,-13.5810,0.0099,3.50,3348.38,108.2077,656,735,148.7597750,+69.1439772,698.589,730.413,36.10,0.001874993,1.636,0.389,0.35,12.626,dataset\r24.cat,1123,-10.8498,0.0099,-13.0597,0.0153,-13.6430,0.0097,3.50,2618.631,90.98881,897,993,148.7546792,+69.1454379,651.146,782.838,42.34,0.002199485,1.811,0.448,0.03,9.230,dataset\g24.cat
1274,-10.8620,0.0149,-12.1624,0.0216,-11.8703,0.0252,5.52,4963.395,158.8562,91,100,148.6844912,+69.1319764,1190.719,422.067,5.73,0.0002976055,1.281,0.220,0.27,4.155,dataset\i24.cat,988,-10.8512,0.0111,-12.2838,0.0147,-12.0863,0.0134,4.97,2711.198,108.2077,127,129,148.6830731,+69.1320040,1225.378,502.849,7.68,0.0003991048,1.486,0.327,0.06,4.141,dataset\r24.cat,914,-10.8334,0.0100,-12.5471,0.0100,-12.3027,0.0109,4.43,1986.576,90.98881,175,182,148.6791358,+69.1334179,1171.306,553.481,10.75,0.0005583548,1.830,0.453,0.28,5.044,dataset\g24.cat
3366,-11.9120,0.0063,-12.2879,0.0090,-12.2879,0.0090,3.50,4903.174,158.8562,59,68,148.8065207,+69.1798978,350.956,1340.910,3.27,0.0001697688,1.032,0.031,0.98,1.839,dataset\i24.cat,2321,-11.2911,0.0079,-11.9057,0.0102,-11.9057,0.0102,3.50,2688.094,108.2077,74,82,148.8050924,+69.1798769,385.428,1421.388,4.14,0.0002152891,1.060,0.056,0.98,2.252,dataset\r24.cat,2309,-10.7935,0.0104,-11.5755,0.0127,-11.5755,0.0127,3.50,1968.647,90.98881,87,97,148.8005958,+69.1812846,335.476,1472.450,4.73,0.0002456805,1.064,0.060,0.96,2.560,dataset\g24.cat
1958,-12.7178,0.0035,-14.2859,0.0051,-14.3269,0.0060,3.50,5902.797,158.8562,639,723,148.7949755,+69.1506416,431.141,778.282,5.28,0.0002741104,1.593,0.372,0.03,5.245,dataset\i24.cat,1440,-11.9490,0.0049,-13.5511,0.0055,-13.5412,0.0061,3.84,3455.863,108.2077,409,430,148.7935534,+69.1506723,465.865,859.203,6.27,0.00032563,1.104,0.094,0.04,4.808,dataset\r24.cat,1374,-10.7887,0.0104,-13.0697,0.0075,-12.9297,0.0083,3.96,2790.698,90.98881,315,331,148.7886084,+69.1520799,417.322,912.058,16.65,0.0008646161,1.969,0.492,0.03,6.264,dataset\g24.cat
43,-12.1536,0.0052,-12.3626,0.0143,-12.3626,0.0143,3.50,6178.559,158.8562,152,178,148.7343365,+69.1107688,851.009,11.295,8.00,0.0004153087,1.806,0.446,0.44,1.694,dataset\i24.cat,94,-10.6999,0.0126,-12.6104,0.0115,-12.6495,0.0118,3.89,3583.331,108.2077,233,249,148.7327776,+69.1107975,885.197,89.745,13.69,0.000711303,2.154,0.536,0.03,4.683,dataset\r24.cat,221,-10.7872,0.0104,-11.7349,0.0136,-11.7779,0.0147,3.61,2791.417,90.98881,112,120,148.7280978,+69.1129871,836.537,159.445,5.75,0.0002986765,1.156,0.135,0.98,2.865,dataset\g24.cat
67,-12.1474,0.0053,-11.9664,0.0142,-11.9664,0.0142,3.50,7119.702,158.8562,90,120,148.7808067,+69.1105778,532.275,6.842,3.54,0.0001841122,1.591,0.371,0.98,1.295,dataset\i24.cat,156,-11.2978,0.0078,-12.1377,0.0108,-12.1377,0.0108,3.79,4219.729,108.2077,110,124,148.7792480,+69.1106079,567.121,87.301,4.64,0.000241036,1.239,0.193,0.98,2.677,dataset\r24.cat,164,-10.7834,0.0104,-12.5700,0.0102,-12.5030,0.0106,4.27,3384.784,90.98881,222,236,148.7754604,+69.1114982,512.181,127.279,9.27,0.0004815297,1.145,0.127,0.03,4.618,dataset\g24.cat
983,-11.4278,0.0093,-12.1777,0.0126,-12.1777,0.0126,3.50,6332.646,158.8562,90,93,148.7615359,+69.1270156,663.189,322.499,6.66,0.0003459906,1.773,0.436,0.93,2.471,dataset\i24.cat,788,-11.1833,0.0086,-12.1551,0.0102,-12.1551,0.0102,3.50,3710.249,108.2077,115,119,148.7598300,+69.1268372,699.146,400.422,7.30,0.0003793121,1.534,0.348,0.40,2.896,dataset\r24.cat,795,-10.7831,0.0104,-11.5936,0.0129,-11.5936,0.0129,3.50,2938.644,90.98881,90,95,148.7545832,+69.1282977,654.682,452.194,6.53,0.0003391456,1.574,0.365,0.98,2.600,dataset\g24.cat
4181,-10.8010,0.0158,-11.3943,0.0226,-11.3943,0.0226,3.87,4499.881,158.8562,54,56,148.7299479,+69.2137584,872.261,1995.187,4.06,0.0002108539,1.110,0.099,0.95,2.232,dataset\i24.cat,2944,-10.4754,0.0151,-11.2690,0.0191,-11.2690,0.0191,3.69,2399.159,108.2077,66,73,148.7285113,+69.2137874,906.196,2075.718,4.85,0.0002521359,1.088,0.080,0.93,2.572,dataset\r24.cat,3070,-10.7712,0.0105,-11.7917,0.0129,-11.7917,0.0129,3.87,1694.748,90.98881,110,119,148.7244588,+69.2153029,853.724,2128.878,5.48,0.0002846234,1.138,0.122,0.98,2.993,dataset\g24.cat
3675,-10.9051,0.0144,-11.9716,0.0206,-11.9716,0.0206,4.45,4694.101,158.8562,97,104,148.7825835,+69.1910866,514.549,1557.264,5.02,0.0002609954,1.191,0.160,0.17,3.202,dataset\i24.cat,2527,-10.1356,0.0201,-11.4154,0.0271,-11.4154,0.0271,5.04,2533.656,108.2077,91,100,148.7810059,+69.1911168,548.837,1637.762,7.06,0.0003667463,1.274,0.215,0.15,3.744,dataset\r24.cat,2522,-10.7670,0.0106,-12.3412,0.0129,-12.1461,0.0131,5.19,1830.811,90.98881,169,178,148.7762283,+69.1916422,500.355,1672.120,6.66,0.0003458228,1.110,0.099,0.73,4.499,dataset\g24.cat
434,-12.1765,0.0052,-12.6648,0.0073,-12.6955,0.0085,3.50,6714.273,158.8562,92,99,148.7757772,+69.1176866,566.380,144.428,3.31,0.0001720525,1.118,0.106,0.98,1.967,dataset\i24.cat,398,-11.6825,0.0059,-12.4200,0.0081,-12.4512,0.0090,3.50,3923.851,108.2077,125,137,148.7742168,+69.1177166,601.108,225.089,4.25,0.0002207153,1.308,0.235,0.98,2.458,dataset\r24.cat,427,-10.7666,0.0106,-11.7158,0.0124,-11.7621,0.0142,3.50,3154.618,90.98881,102,113,148.7694115,+69.1186058,552.567,266.512,5.30,0.0002755194,1.119,0.106,0.98,2.855,dataset\g24.cat
2203,-10.7403,0.0165,-12.9232,0.0180,-12.9827,0.0178,4.56,5328.961,158.8562,271,315,148.7434256,+69.1534776,783.115,833.332,19.24,0.0009996457,1.262,0.208,0.00,6.436,dataset\i24.cat,1121,-11.4222,0.0072,-15.0563,0.0036,-14.8872,0.0044,3.50,3018.811,108.2077,1885,2057,148.7420034,+69.1534549,818.233,911.771,54.69,0.00284104,1.744,0.427,0.01,18.220,dataset\r24.cat,1461,-10.7606,0.0106,-12.5700,0.0107,-12.3139,0.0115,4.51,2284.144,90.98881,188,196,148.7367730,+69.1541370,773.948,951.777,11.39,0.0005917053,1.030,0.029,0.19,5.375,dataset\g24.cat
2990,-11.7686,0.0071,-12.2554,0.0111,-12.2554,0.0111,3.96,4326.414,158.8562,71,79,148.5757449,+69.1670029,1932.370,1100.537,3.29,0.0001710063,1.037,0.036,0.98,1.971,dataset\i24.cat,2079,-11.0843,0.0093,-11.5145,0.0127,-11.5145,0.0127,3.50,2260.732,108.2077,55,58,148.5743187,+69.1670274,1966.261,1181.639,3.91,0.0002030602,1.070,0.066,0.97,1.962,dataset\r24.cat,2024,-10.7515,0.0107,-11.5970,0.0144,-11.5970,0.0144,4.11,1577.688,90.98881,90,96,148.5695034,+69.1688076,1917.844,1239.834,4.74,0.0002460526,1.126,0.112,0.96,2.680,dataset\g24.cat
421,-10.8831,0.0146,-11.4256,0.0204,-11.4256,0.0204,3.50,6599.577,158.8562,55,60,148.7641285,+69.1169431,645.832,129.699,4.11,0.0002133729,1.091,0.084,0.95,2.131,dataset\i24.cat,391,-10.5085,0.0147,-11.2652,0.0186,-11.2652,0.0186,3.50,3861.604,108.2077,67,75,148.7627145,+69.1169210,680.643,210.447,5.02,0.0002606426,1.092,0.084,0.94,2.507,dataset\r24.cat,402,-10.7454,0.0107,-11.8977,0.0127,-11.8977,0.0127,3.50,3058.104,90.98881,145,156,148.7573187,+69.1184331,636.233,263.012,5.89,0.000305968,1.178,0.151,0.92,3.299,dataset\g24.cat
3204,-10.7861,0.0159,-11.7586,0.0247,-11.3619,0.0296,5.82,4960.212,158.8562,53,59,148.8333156,+69.1734351,167.984,1215.969,3.39,0.0001762195,1.197,0.165,0.98,3.254,dataset\i24.cat,2162,-10.4954,0.0148,-11.5436,0.0241,-11.4105,0.0251,5.48,2734.521,108.2077,75,94,148.8318887,+69.1734150,202.297,1296.225,5.59,0.000290309,1.354,0.261,0.96,3.222,dataset\r24.cat,2180,-10.7400,0.0108,-11.6063,0.0143,-11.6371,0.0161,3.50,2008.112,90.98881,97,108,148.8272460,+69.1747695,153.065,1346.122,4.95,0.0002571456,1.500,0.333,0.97,2.707,dataset\g24.cat
2009,-11.1996,0.0112,-12.4520,0.0180,-12.2847,0.0211,5.17,5909.351,158.8562,112,148,148.7923660,+69.1489242,449.381,745.631,4.38,0.0002275623,1.399,0.285,0.85,4.296,dataset\i24.cat,1410,-10.8408,0.0112,-12.2248,0.0166,-12.0340,0.0186,5.40,3431.257,108.2077,132,165,148.7909443,+69.1489549,483.975,826.233,5.58,0.000290104,1.285,0.222,0.84,4.552,dataset\r24.cat,1357,-10.7397,0.0108,-12.4279,0.0129,-12.2416,0.0142,4.62,2716.063,90.98881,203,220,148.7859986,+69.1503626,436.831,877.441,9.67,0.0005021419,1.050,0.048,0.66,5.300,dataset\g24.cat
2038,-11.4926,0.0088,-12.6627,0.0130,-12.4880,0.0139,4.76,4945.375,158.8562,122,133,148.6991237,+69.1487283,1089.148,744.158,4.92,0.0002553343,1.213,0.176,0.38,3.588,dataset\i24.cat,1406,-11.3256,0.0077,-12.9142,0.0094,-12.6426,0.0095,4.95,2716.273,108.2077,183,195,148.6977019,+69.1487563,1123.641,824.856,8.95,0.00046484,1.059,0.056,0.16,4.883,dataset\r24.cat,1355,-10.7270,0.0109,-12.2461,0.0139,-11.9387,0.0154,4.87,2000.928,90.98881,147,157,148.6936338,+69.1495979,1070.051,864.693,8.23,0.0004276944,1.153,0.132,0.90,4.674,dataset\g24.cat
4944,-12.6407,0.0037,-14.7022,0.0051,-14.7022,0.0051,4.95,4370.288,158.8562,853,938,148.7818887,+69.3121581,509.434,3888.583,6.05,0.0003143647,1.333,0.250,0.03,8.372,dataset\i24.cat,3628,-11.8101,0.0054,-13.9601,0.0064,-13.9601,0.0064,5.19,2245.498,108.2077,672,761,148.7805771,+69.3121368,543.163,3968.427,6.70,0.0003482395,1.102,0.093,0.03,8.135,dataset\r24.cat,3755,-10.7141,0.0110,-13.0228,0.0115,-13.0228,0.0115,5.74,1566.26,90.98881,374,418,148.7778873,+69.3135998,481.327,4020.078,8.33,0.0004326095,1.086,0.079,0.05,8.304,dataset\g24.cat
4822,-12.7696,0.0034,-14.8065,0.0042,-14.8065,0.0042,4.60,4310.816,158.8562,918,989,148.6684843,+69.2874027,1283.618,3415.071,6.39,0.0003321212,1.268,0.212,0.03,7.508,dataset\i24.cat,3517,-11.9000,0.0051,-14.1100,0.0054,-14.1100,0.0054,4.95,2239.835,108.2077,739,799,148.6671776,+69.2874302,1317.177,3495.707,7.57,0.0003933657,1.290,0.225,0.03,7.864,dataset\r24.cat,3713,-10.7047,0.0111,-13.0644,0.0108,-13.0644,0.0108,5.49,1535.921,90.98881,396,439,148.6641736,+69.2890544,1257.873,3551.006,9.03,0.000469294,1.250,0.200,0.02,8.086,dataset\g24.cat
2589,-10.9815,0.0134,-11.7100,0.0209,-11.5661,0.0206,4.47,5134.467,158.8562,51,55,148.7281703,+69.1593224,888.252,947.084,4.64,0.0002408682,1.236,0.191,0.96,2.445,dataset\i24.cat,1826,-10.9455,0.0103,-11.7785,0.0131,-11.5394,0.0133,4.10,2863.071,108.2077,54,57,148.7267461,+69.1593512,922.521,1027.793,5.54,0.0002878209,1.141,0.124,0.96,2.639,dataset\r24.cat,1671,-10.6796,0.0113,-12.5712,0.0104,-12.2492,0.0112,4.48,2140.931,90.98881,166,173,148.7215129,+69.1603455,877.748,1071.091,13.16,0.0006836369,1.716,0.417,0.03,5.315,dataset\g24.cat
2537,-10.8564,0.0150,-11.9939,0.0205,-11.9085,0.0295,3.59,5128.682,158.8562,103,118,148.7264239,+69.1589040,901.315,938.191,3.76,0.0001952184,1.438,0.305,0.79,3.809,dataset\i24.cat,1826,-10.9455,0.0103,-11.7785,0.0131,-11.5394,0.0133,4.10,2863.071,108.2077,54,57,148.7267461,+69.1593512,922.521,1027.793,5.54,0.0002878209,1.141,0.124,0.96,2.639,dataset\r24.cat,1671,-10.6796,0.0113,-12.5712,0.0104,-12.2492,0.0112,4.48,2140.931,90.98881,166,173,148.7215129,+69.1603455,877.748,1071.091,13.16,0.0006836369,1.716,0.417,0.03,5.315,dataset\g24.cat
4705,-12.6770,0.0036,-13.1459,0.0048,-13.1459,0.0048,3.50,4281.233,158.8562,103,112,148.6621426,+69.2617833,1330.171,2921.654,3.30,0.0001712499,1.013,0.013,0.98,1.955,dataset\i24.cat,3413,-11.5420,0.0065,-12.2167,0.0083,-12.2167,0.0083,3.54,2226.124,108.2077,98,104,148.6606957,+69.2617584,1363.820,3002.356,4.18,0.000216922,1.070,0.065,0.98,2.366,dataset\r24.cat,3608,-10.6649,0.0114,-11.4847,0.0147,-11.4847,0.0147,3.85,1524.717,90.98881,78,90,148.6573866,+69.2634342,1306.615,3057.916,4.65,0.0002415533,1.118,0.106,0.96,2.630,dataset\g24.cat
4014,-10.9427,0.0140,-11.5829,0.0219,-11.5829,0.0219,4.22,4574.601,158.8562,58,67,148.7572547,+69.2065812,686.424,1855.746,3.70,0.0001924286,1.076,0.071,0.97,2.268,dataset\i24.cat,2811,-10.5839,0.0138,-11.3563,0.0185,-11.3563,0.0185,3.91,2462.548,108.2077,68,75,148.7558198,+69.2066109,720.491,1936.228,4.43,0.0002303167,1.075,0.070,0.98,2.538,dataset\r24.cat,2893,-10.6552,0.0115,-11.6575,0.0160,-11.6118,0.0172,4.44,1757.153,90.98881,99,112,148.7516210,+69.2080730,668.535,1988.825,5.22,0.0002713631,1.069,0.065,0.97,3.006,dataset\g24.cat
2688,-12.9976,0.0029,-13.5421,0.0046,-13.5421,0.0046,3.50,5450.129,158.8562,193,211,148.7844941,+69.1621587,502.605,1000.163,3.35,0.0001740383,1.374,0.272,0.98,2.097,dataset\i24.cat,1851,-11.9960,0.0047,-12.9077,0.0063,-12.9077,0.0063,3.54,3101.645,108.2077,201,218,148.7830693,+69.1621891,537.482,1080.169,5.31,0.0002760412,1.531,0.347,0.96,2.830,dataset\r24.cat,1793,-10.6365,0.0117,-11.7511,0.0150,-11.7511,0.0150,3.50,2404.668,90.98881,133,148,148.7784188,+69.1636495,489.575,1131.843,7.58,0.0003935132,1.298,0.230,0.96,3.195,dataset\g24.cat
513,-11.9485,0.0061,-13.5237,0.0064,-13.4741,0.0076,3.50,7432.349,158.8562,265,279,148.8314258,+69.1194160,182.900,176.596,7.85,0.0004076689,1.794,0.443,0.18,4.577,dataset\i24.cat,453,-10.9186,0.0105,-12.9779,0.0087,-12.8607,0.0093,3.76,4403.564,108.2077,257,261,148.8298650,+69.1194477,217.330,257.471,20.76,0.001078273,2.132,0.531,0.03,5.691,dataset\r24.cat,476,-10.6354,0.0117,-12.4558,0.0085,-12.3829,0.0089,3.50,3436.776,90.98881,154,159,148.8250575,+69.1209578,171.694,307.987,11.06,0.0005744137,1.175,0.149,0.05,4.405,dataset\g24.cat
2063,-13.8481,0.0017,-14.5515,0.0024,-14.5515,0.0024,3.50,5178.324,158.8562,367,420,148.7278380,+69.1512192,891.848,790.870,3.37,0.0001751806,1.913,0.477,0.89,2.401,dataset\i24.cat,1466,-12.1504,0.0043,-13.3316,0.0053,-13.3316,0.0053,3.50,2882.03,108.2077,300,334,148.7264163,+69.1511961,926.918,872.302,6.37,0.0003307241,2.181,0.542,0.92,3.449,dataset\r24.cat,1384,-10.6284,0.0118,-13.0222,0.0102,-13.0222,0.0102,3.90,2144.438,90.98881,469,535,148.7216111,+69.1527624,881.098,926.573,13.93,0.0007235353,2.021,0.505,0.92,6.728,dataset\g24.cat
4565,-11.2967,0.0104,-12.0544,0.0170,-12.0544,0.0170,4.73,4402.761,158.8562,71,81,148.7731174,+69.2409882,574.371,2518.282,4.15,0.0002157916,1.074,0.069,0.96,2.512,dataset\i24.cat,3307,-10.6905,0.0127,-11.5974,0.0171,-11.5974,0.0171,4.19,2326.625,108.2077,76,88,148.7718211,+69.2410185,608.163,2598.646,5.08,0.0002637037,1.168,0.144,0.95,2.802,dataset\r24.cat,3486,-10.6188,0.0119,-11.6025,0.0136,-11.6025,0.0136,3.59,1618.158,90.98881,97,105,148.7680756,+69.2424286,552.712,2650.372,5.59,0.0002901984,1.205,0.170,0.98,2.922,dataset\g24.cat
3226,-11.6257,0.0079,-13.8041,0.0066,-13.8041,0.0066,3.65,4337.278,158.8562,439,472,148.5857908,+69.1760657,1862.142,1274.401,17.12,0.000889278,1.222,0.182,0.03,6.228,dataset\i24.cat,2221,-11.0579,0.0094,-13.3742,0.0070,-13.3742,0.0070,3.82,2275.42,108.2077,433,458,148.5843626,+69.1760904,1896.074,1355.257,11.58,0.0006016045,1.129,0.115,0.02,6.406,dataset\r24.cat,2219,-10.6169,0.0119,-13.0736,0.0079,-13.0736,0.0079,3.84,1585.655,90.98881,422,440,148.5798443,+69.1778191,1846.571,1413.354,12.84,0.0006671732,1.135,0.119,0.02,6.567,dataset\g24.cat
4748,-12.2463,0.0049,-12.9710,0.0065,-12.9710,0.0065,3.50,4283.218,158.8562,127,138,148.6703822,+69.2694870,1272.649,3069.405,4.19,0.0002174922,1.348,0.258,0.96,2.448,dataset\i24.cat,3449,-11.5271,0.0066,-12.4554,0.0086,-12.4554,0.0086,3.91,2227.137,108.2077,133,142,148.6690803,+69.2694625,1306.214,3150.082,4.90,0.0002545783,1.245,0.197,0.96,2.858,dataset\r24.cat,3649,-10.6095,0.0120,-11.6839,0.0151,-11.6839,0.0151,4.11,1523.171,90.98881,107,120,148.6657749,+69.2711380,1248.435,3205.531,5.57,0.0002891069,1.254,0.203,0.98,3.124,dataset\g24.cat
1177,-10.7124,0.0170,-11.4142,0.0241,-11.4142,0.0241,3.71,5592.568,158.8562,64,65,148.7257839,+69.1298166,908.409,378.317,4.32,0.0002246083,1.405,0.288,0.94,2.388,dataset\i24.cat,834,-10.7351,0.0122,-12.2750,0.0181,-12.1690,0.0205,4.72,3200.344,108.2077,189,212,148.7251112,+69.1286520,936.708,437.908,5.31,0.0002757565,1.828,0.453,0.80,5.490,dataset\r24.cat,776,-10.5873,0.0122,-13.0975,0.0095,-13.2091,0.0106,3.50,2465.042,90.98881,556,612,148.7200071,+69.1302179,891.994,493.870,12.62,0.0006554674,1.725,0.420,0.91,6.831,dataset\g24.cat
